No,Judul,Harga,Lokasi,Kamar Tidur,Kamar Mandi,Garasi,Luas Tanah,Luas Bangunan,Agen,Kantor Agen
2099,Rumah Jual Murah Seperti Baru Di Kota Wisata,"Rp 1,6 Miliar","Kota Wisata, Jakarta Timur",4,4,2,128 m²,200 m²,,
2100,Dijual Rumah Strategis di Daerah Tebet,"Rp 9,7 Miliar","Tebet, Jakarta Selatan",5,4,2,216 m²,430 m²,,
2101,"Full Bata Merah Paling Murah! 2 Juta All In, Hanya 2 Km Dari Tol",Rp 500 Juta,"Cibubur, Jakarta Timur",3,2,2,70 m²,63 m²,,
2102,"Dijual Rumah Cluster Beryl, Summarecon Serpong, Lokasi Strategis, Kamar Tidur luas","Rp 3,5 Miliar","Gading Serpong, Tangerang",4,3,1,170 m²,200 m²,,
2103,"Rumah Taman Giriloka, BSD, Rumah luas di kawasan tenang nyaman dan dekat dengan semua fasilitas kota. Harga sangat menarik untuk pembeli.","Rp 3,5 Miliar","BSD, Tangerang",4,3,1,240 m²,250 m²,,
2104,"Compact House Condet Kramatjati Jaktim 370 Jt Swimingpool,playgnd",Rp 370 Juta,"Kramat Jati, Jakarta Timur",2,1,,20 m²,40 m²,,
2105,DI JUAL RUMAH di RAFFLES HILLS CIBUBUR,Rp 900 Juta,"Raffles Hills, Jakarta Timur",2,1,1,90 m²,80 m²,,
2106,3 Juta Langsung Akad! Free Semua Biaya Sampai Saldo Blokir.,Rp 500 Juta,"Cimanggis, Depok",2,1,2,75 m²,36 m²,,
2107,"DIJUAL Rumah 2 Lantai Semi Furnish Dalam Komplek di Pondok Kelapa, Duren Sawit  Jakarta Timur","Rp 2,7 Miliar","Pondok Kelapa, Jakarta Timur",4,3,1,153 m²,181 m²,,
2108,Rumah Cluster Elista Village Gading,"Rp 2,1 Miliar","Gading Serpong Elista Village, Tangerang",3,3,2,84 m²,105 m²,,
2109,Dijual Rumah Bagus Strategis Siap Huni Di Graha Bintaro ,"Rp 2,1 Miliar","Graha Bintaro, Jakarta Selatan",4,3,,90 m²,224 m²,,
2110,"Rumah Di Sektor 1 Bintaro, Masih Jakart Selatan Dalam Komplek Elite.","Rp 6,5 Miliar","Sektor 1 - Bintaro, Jakarta Selatan",4,3,2,304 m²,225 m²,,
2111,"DIJUAL CEPAT DAN MURAH RUMAH SIAP HUNI di Jalan H.Usa, Patatnutug Ciseeng ",Rp 350 Juta,"Ciseeng, Bogor",2,1,1,72 m²,72 m²,,
2112,3 Juta Langsung Akad! Free Semua Biaya Sampai Saldo Blokir.,Rp 500 Juta,"Cibubur, Jakarta Timur",2,1,2,75 m²,36 m²,,
2113,"Jual Cepat Rumah Siap Huni, Di Graha Bintaro","Rp 2,67 Miliar","Graha Bintaro, Jakarta Selatan",2,1,1,160 m²,90 m²,,
2114,Rumah 2 Lantai Gaya Eropa Siap Huni Di Kepala Dua Depok ,Rp 880 Juta,"Kelapa Dua, Depok",3,2,1,58 m²,72 m²,,
2115,Dijual Rumah Kencana Loka Bsd Baru Renov Dekat Sekolah Cikal,"Rp 3,15 Miliar","BSD, Tangerang",4,3,2,200 m²,130 m²,,
2116,Rumah Dijual Cepat Di Cluster Green Park Serpong Garden Cisauk Tangerang,Rp 950 Juta,"Cisauk, Tangerang",3,2,1,84 m²,70 m²,,
2117,Rumah Jepang Semi Furnished 1.5 Lantai akses 5menit ke Tol Desari,Rp 748 Juta,"Pancoran Mas, Depok",3,2,1,60 m²,55 m²,,
2118,Rumah Cantik Wijaya Kesuma Jakarta Barat,"Rp 3,5 Miliar","Grogol, Jakarta Barat",3,3,1,132 m²,200 m²,,
2119,Rumah siap huni spek Bata Merah Akses 8 menit ke MRT Lebak Bulus,"Rp 6,9 Miliar","Lebak Bulus, Jakarta Selatan",4,5,2,313 m²,280 m²,,
2120,Rumah Jual Murah Seperti Baru Di Kota Wisata,"Rp 1,6 Miliar","Kota Wisata, Jakarta Timur",4,4,2,128 m²,200 m²,,
2121,"Full Bata Merah Paling Murah! 2 Juta All In, Hanya 2 Km Dari Tol",Rp 500 Juta,"Cibubur, Jakarta Timur",3,2,2,70 m²,63 m²,,
2122,"Dijual Rumah Cluster Beryl, Summarecon Serpong, Lokasi Strategis, Kamar Tidur luas","Rp 3,5 Miliar","Gading Serpong, Tangerang",4,3,1,170 m²,200 m²,,
2123,"Rumah Taman Giriloka, BSD, Rumah luas di kawasan tenang nyaman dan dekat dengan semua fasilitas kota. Harga sangat menarik untuk pembeli.","Rp 3,5 Miliar","BSD, Tangerang",4,3,1,240 m²,250 m²,,
2124,"Compact House Condet Kramatjati Jaktim 370 Jt Swimingpool,playgnd",Rp 370 Juta,"Kramat Jati, Jakarta Timur",2,1,,20 m²,40 m²,,
2125,DI JUAL RUMAH di RAFFLES HILLS CIBUBUR,Rp 900 Juta,"Raffles Hills, Jakarta Timur",2,1,1,90 m²,80 m²,,
2126,3 Juta Langsung Akad! Free Semua Biaya Sampai Saldo Blokir.,Rp 500 Juta,"Cimanggis, Depok",2,1,2,75 m²,36 m²,,
2127,"DIJUAL Rumah 2 Lantai Semi Furnish Dalam Komplek di Pondok Kelapa, Duren Sawit  Jakarta Timur","Rp 2,7 Miliar","Pondok Kelapa, Jakarta Timur",4,3,1,153 m²,181 m²,,
2128,Rumah Cluster Elista Village Gading,"Rp 2,1 Miliar","Gading Serpong Elista Village, Tangerang",3,3,2,84 m²,105 m²,,
2129,Dijual Rumah Bagus Strategis Siap Huni Di Graha Bintaro ,"Rp 2,1 Miliar","Graha Bintaro, Jakarta Selatan",4,3,,90 m²,224 m²,,
2130,"Rumah Di Sektor 1 Bintaro, Masih Jakart Selatan Dalam Komplek Elite.","Rp 6,5 Miliar","Sektor 1 - Bintaro, Jakarta Selatan",4,3,2,304 m²,225 m²,,
2131,"DIJUAL CEPAT DAN MURAH RUMAH SIAP HUNI di Jalan H.Usa, Patatnutug Ciseeng ",Rp 350 Juta,"Ciseeng, Bogor",2,1,1,72 m²,72 m²,,
2132,3 Juta Langsung Akad! Free Semua Biaya Sampai Saldo Blokir.,Rp 500 Juta,"Cibubur, Jakarta Timur",2,1,2,75 m²,36 m²,,
2133,"Jual Cepat Rumah Siap Huni, Di Graha Bintaro","Rp 2,67 Miliar","Graha Bintaro, Jakarta Selatan",2,1,1,160 m²,90 m²,,
2134,Rumah 2 Lantai Gaya Eropa Siap Huni Di Kepala Dua Depok ,Rp 880 Juta,"Kelapa Dua, Depok",3,2,1,58 m²,72 m²,,
2135,Dijual Rumah Kencana Loka Bsd Baru Renov Dekat Sekolah Cikal,"Rp 3,15 Miliar","BSD, Tangerang",4,3,2,200 m²,130 m²,,
2136,Rumah Dijual Cepat Di Cluster Green Park Serpong Garden Cisauk Tangerang,Rp 950 Juta,"Cisauk, Tangerang",3,2,1,84 m²,70 m²,,
2137,Rumah Jepang Semi Furnished 1.5 Lantai akses 5menit ke Tol Desari,Rp 748 Juta,"Pancoran Mas, Depok",3,2,1,60 m²,55 m²,,
2138,Rumah Cantik Wijaya Kesuma Jakarta Barat,"Rp 3,5 Miliar","Grogol, Jakarta Barat",3,3,1,132 m²,200 m²,,
2139,Rumah siap huni spek Bata Merah Akses 8 menit ke MRT Lebak Bulus,"Rp 6,9 Miliar","Lebak Bulus, Jakarta Selatan",4,5,2,313 m²,280 m²,,
2140,Rumah Jual Murah Seperti Baru Di Kota Wisata,"Rp 1,6 Miliar","Kota Wisata, Jakarta Timur",4,4,2,128 m²,200 m²,,
2141,"Full Bata Merah Paling Murah! 2 Juta All In, Hanya 2 Km Dari Tol",Rp 500 Juta,"Cibubur, Jakarta Timur",3,2,2,70 m²,63 m²,,
2142,"Dijual Rumah Cluster Beryl, Summarecon Serpong, Lokasi Strategis, Kamar Tidur luas","Rp 3,5 Miliar","Gading Serpong, Tangerang",4,3,1,170 m²,200 m²,,
2143,"Rumah Taman Giriloka, BSD, Rumah luas di kawasan tenang nyaman dan dekat dengan semua fasilitas kota. Harga sangat menarik untuk pembeli.","Rp 3,5 Miliar","BSD, Tangerang",4,3,1,240 m²,250 m²,,
2144,"Compact House Condet Kramatjati Jaktim 370 Jt Swimingpool,playgnd",Rp 370 Juta,"Kramat Jati, Jakarta Timur",2,1,,20 m²,40 m²,,
2145,DI JUAL RUMAH di RAFFLES HILLS CIBUBUR,Rp 900 Juta,"Raffles Hills, Jakarta Timur",2,1,1,90 m²,80 m²,,
2146,3 Juta Langsung Akad! Free Semua Biaya Sampai Saldo Blokir.,Rp 500 Juta,"Cimanggis, Depok",2,1,2,75 m²,36 m²,,
2147,"DIJUAL Rumah 2 Lantai Semi Furnish Dalam Komplek di Pondok Kelapa, Duren Sawit  Jakarta Timur","Rp 2,7 Miliar","Pondok Kelapa, Jakarta Timur",4,3,1,153 m²,181 m²,,
2148,Rumah Cluster Elista Village Gading,"Rp 2,1 Miliar","Gading Serpong Elista Village, Tangerang",3,3,2,84 m²,105 m²,,
2149,Dijual Rumah Bagus Strategis Siap Huni Di Graha Bintaro ,"Rp 2,1 Miliar","Graha Bintaro, Jakarta Selatan",4,3,,90 m²,224 m²,,
2150,"Rumah Di Sektor 1 Bintaro, Masih Jakart Selatan Dalam Komplek Elite.","Rp 6,5 Miliar","Sektor 1 - Bintaro, Jakarta Selatan",4,3,2,304 m²,225 m²,,
2151,"DIJUAL CEPAT DAN MURAH RUMAH SIAP HUNI di Jalan H.Usa, Patatnutug Ciseeng ",Rp 350 Juta,"Ciseeng, Bogor",2,1,1,72 m²,72 m²,,
2152,3 Juta Langsung Akad! Free Semua Biaya Sampai Saldo Blokir.,Rp 500 Juta,"Cibubur, Jakarta Timur",2,1,2,75 m²,36 m²,,
2153,"Jual Cepat Rumah Siap Huni, Di Graha Bintaro","Rp 2,67 Miliar","Graha Bintaro, Jakarta Selatan",2,1,1,160 m²,90 m²,,
2154,Rumah 2 Lantai Gaya Eropa Siap Huni Di Kepala Dua Depok ,Rp 880 Juta,"Kelapa Dua, Depok",3,2,1,58 m²,72 m²,,
2155,Dijual Rumah Kencana Loka Bsd Baru Renov Dekat Sekolah Cikal,"Rp 3,15 Miliar","BSD, Tangerang",4,3,2,200 m²,130 m²,,
2156,Rumah Dijual Cepat Di Cluster Green Park Serpong Garden Cisauk Tangerang,Rp 950 Juta,"Cisauk, Tangerang",3,2,1,84 m²,70 m²,,
2157,Rumah Jepang Semi Furnished 1.5 Lantai akses 5menit ke Tol Desari,Rp 748 Juta,"Pancoran Mas, Depok",3,2,1,60 m²,55 m²,,
2158,Rumah Cantik Wijaya Kesuma Jakarta Barat,"Rp 3,5 Miliar","Grogol, Jakarta Barat",3,3,1,132 m²,200 m²,,
2159,Rumah siap huni spek Bata Merah Akses 8 menit ke MRT Lebak Bulus,"Rp 6,9 Miliar","Lebak Bulus, Jakarta Selatan",4,5,2,313 m²,280 m²,,
2160,Rumah Jual Murah Seperti Baru Di Kota Wisata,"Rp 1,6 Miliar","Kota Wisata, Jakarta Timur",4,4,2,128 m²,200 m²,,
2161,"Di Jual Rumah Modern Tropis Di Kencana Loka, Bsd City- Tangsel","Rp 3,35 Miliar","BSD Kencana Loka, Tangerang",4,3,2,200 m²,165 m²,,
2162,Rumah Siap Huni Modern akses 11 menit ke Tol Cisalak & Margonda,Rp 900 Juta,"Cimanggis, Depok",3,2,2,45 m²,69 m²,,
2163,Summarecon Bekasi Cluster Acacia dengan fasilitas super lengkap,"Rp 2,85 Miliar","Summarecon Bekasi, Bekasi",3,3,2,153 m²,178 m²,,
2164,"Full Bata Merah Paling Murah! 2 Juta All In, Hanya 2 Km Dari Tol",Rp 500 Juta,"Cibubur, Jakarta Timur",3,2,2,70 m²,63 m²,,
2165,"Dijual Rumah Cluster Beryl, Summarecon Serpong, Lokasi Strategis, Kamar Tidur luas","Rp 3,5 Miliar","Gading Serpong, Tangerang",4,3,1,170 m²,200 m²,,
2166,"Rumah Taman Giriloka, BSD, Rumah luas di kawasan tenang nyaman dan dekat dengan semua fasilitas kota. Harga sangat menarik untuk pembeli.","Rp 3,5 Miliar","BSD, Tangerang",4,3,1,240 m²,250 m²,,
2167,"Compact House Condet Kramatjati Jaktim 370 Jt Swimingpool,playgnd",Rp 370 Juta,"Kramat Jati, Jakarta Timur",2,1,,20 m²,40 m²,,
2168,DI JUAL RUMAH di RAFFLES HILLS CIBUBUR,Rp 900 Juta,"Raffles Hills, Jakarta Timur",2,1,1,90 m²,80 m²,,
2169,3 Juta Langsung Akad! Free Semua Biaya Sampai Saldo Blokir.,Rp 500 Juta,"Cimanggis, Depok",2,1,2,75 m²,36 m²,,
2170,"DIJUAL Rumah 2 Lantai Semi Furnish Dalam Komplek di Pondok Kelapa, Duren Sawit  Jakarta Timur","Rp 2,7 Miliar","Pondok Kelapa, Jakarta Timur",4,3,1,153 m²,181 m²,,
2171,Rumah Cluster Elista Village Gading,"Rp 2,1 Miliar","Gading Serpong Elista Village, Tangerang",3,3,2,84 m²,105 m²,,
2172,Dijual Rumah Bagus Strategis Siap Huni Di Graha Bintaro ,"Rp 2,1 Miliar","Graha Bintaro, Jakarta Selatan",4,3,,90 m²,224 m²,,
2173,"Rumah Di Sektor 1 Bintaro, Masih Jakart Selatan Dalam Komplek Elite.","Rp 6,5 Miliar","Sektor 1 - Bintaro, Jakarta Selatan",4,3,2,304 m²,225 m²,,
2174,"DIJUAL CEPAT DAN MURAH RUMAH SIAP HUNI di Jalan H.Usa, Patatnutug Ciseeng ",Rp 350 Juta,"Ciseeng, Bogor",2,1,1,72 m²,72 m²,,
2175,3 Juta Langsung Akad! Free Semua Biaya Sampai Saldo Blokir.,Rp 500 Juta,"Cibubur, Jakarta Timur",2,1,2,75 m²,36 m²,,
2176,"Jual Cepat Rumah Siap Huni, Di Graha Bintaro","Rp 2,67 Miliar","Graha Bintaro, Jakarta Selatan",2,1,1,160 m²,90 m²,,
2177,Rumah 2 Lantai Gaya Eropa Siap Huni Di Kepala Dua Depok ,Rp 880 Juta,"Kelapa Dua, Depok",3,2,1,58 m²,72 m²,,
2178,Dijual Rumah Kencana Loka Bsd Baru Renov Dekat Sekolah Cikal,"Rp 3,15 Miliar","BSD, Tangerang",4,3,2,200 m²,130 m²,,
2179,Rumah Dijual Cepat Di Cluster Green Park Serpong Garden Cisauk Tangerang,Rp 950 Juta,"Cisauk, Tangerang",3,2,1,84 m²,70 m²,,
2180,Rumah Jepang Semi Furnished 1.5 Lantai akses 5menit ke Tol Desari,Rp 748 Juta,"Pancoran Mas, Depok",3,2,1,60 m²,55 m²,,
2181,"Di Jual Rumah Modern Tropis Di Kencana Loka, Bsd City- Tangsel","Rp 3,35 Miliar","BSD Kencana Loka, Tangerang",4,3,2,200 m²,165 m²,,
2182,Rumah Siap Huni Modern akses 11 menit ke Tol Cisalak & Margonda,Rp 900 Juta,"Cimanggis, Depok",3,2,2,45 m²,69 m²,,
2183,Summarecon Bekasi Cluster Acacia dengan fasilitas super lengkap,"Rp 2,85 Miliar","Summarecon Bekasi, Bekasi",3,3,2,153 m²,178 m²,,
2184,"Full Bata Merah Paling Murah! 2 Juta All In, Hanya 2 Km Dari Tol",Rp 500 Juta,"Cibubur, Jakarta Timur",3,2,2,70 m²,63 m²,,
2185,"Dijual Rumah Cluster Beryl, Summarecon Serpong, Lokasi Strategis, Kamar Tidur luas","Rp 3,5 Miliar","Gading Serpong, Tangerang",4,3,1,170 m²,200 m²,,
2186,"Rumah Taman Giriloka, BSD, Rumah luas di kawasan tenang nyaman dan dekat dengan semua fasilitas kota. Harga sangat menarik untuk pembeli.","Rp 3,5 Miliar","BSD, Tangerang",4,3,1,240 m²,250 m²,,
2187,"Compact House Condet Kramatjati Jaktim 370 Jt Swimingpool,playgnd",Rp 370 Juta,"Kramat Jati, Jakarta Timur",2,1,,20 m²,40 m²,,
2188,DI JUAL RUMAH di RAFFLES HILLS CIBUBUR,Rp 900 Juta,"Raffles Hills, Jakarta Timur",2,1,1,90 m²,80 m²,,
2189,3 Juta Langsung Akad! Free Semua Biaya Sampai Saldo Blokir.,Rp 500 Juta,"Cimanggis, Depok",2,1,2,75 m²,36 m²,,
2190,"DIJUAL Rumah 2 Lantai Semi Furnish Dalam Komplek di Pondok Kelapa, Duren Sawit  Jakarta Timur","Rp 2,7 Miliar","Pondok Kelapa, Jakarta Timur",4,3,1,153 m²,181 m²,,
2191,Rumah Cluster Elista Village Gading,"Rp 2,1 Miliar","Gading Serpong Elista Village, Tangerang",3,3,2,84 m²,105 m²,,
2192,Dijual Rumah Bagus Strategis Siap Huni Di Graha Bintaro ,"Rp 2,1 Miliar","Graha Bintaro, Jakarta Selatan",4,3,,90 m²,224 m²,,
2193,"Rumah Di Sektor 1 Bintaro, Masih Jakart Selatan Dalam Komplek Elite.","Rp 6,5 Miliar","Sektor 1 - Bintaro, Jakarta Selatan",4,3,2,304 m²,225 m²,,
2194,"DIJUAL CEPAT DAN MURAH RUMAH SIAP HUNI di Jalan H.Usa, Patatnutug Ciseeng ",Rp 350 Juta,"Ciseeng, Bogor",2,1,1,72 m²,72 m²,,
2195,3 Juta Langsung Akad! Free Semua Biaya Sampai Saldo Blokir.,Rp 500 Juta,"Cibubur, Jakarta Timur",2,1,2,75 m²,36 m²,,
2196,"Jual Cepat Rumah Siap Huni, Di Graha Bintaro","Rp 2,67 Miliar","Graha Bintaro, Jakarta Selatan",2,1,1,160 m²,90 m²,,
2197,Rumah 2 Lantai Gaya Eropa Siap Huni Di Kepala Dua Depok ,Rp 880 Juta,"Kelapa Dua, Depok",3,2,1,58 m²,72 m²,,
2198,Dijual Rumah Kencana Loka Bsd Baru Renov Dekat Sekolah Cikal,"Rp 3,15 Miliar","BSD, Tangerang",4,3,2,200 m²,130 m²,,
2199,Rumah Dijual Cepat Di Cluster Green Park Serpong Garden Cisauk Tangerang,Rp 950 Juta,"Cisauk, Tangerang",3,2,1,84 m²,70 m²,,
2200,Rumah Jepang Semi Furnished 1.5 Lantai akses 5menit ke Tol Desari,Rp 748 Juta,"Pancoran Mas, Depok",3,2,1,60 m²,55 m²,,
2201,"Di Jual Rumah Modern Tropis Di Kencana Loka, Bsd City- Tangsel","Rp 3,35 Miliar","BSD Kencana Loka, Tangerang",4,3,2,200 m²,165 m²,,
2202,Rumah Siap Huni Modern akses 11 menit ke Tol Cisalak & Margonda,Rp 900 Juta,"Cimanggis, Depok",3,2,2,45 m²,69 m²,,
2203,Summarecon Bekasi Cluster Acacia dengan fasilitas super lengkap,"Rp 2,85 Miliar","Summarecon Bekasi, Bekasi",3,3,2,153 m²,178 m²,,
2204,"Full Bata Merah Paling Murah! 2 Juta All In, Hanya 2 Km Dari Tol",Rp 500 Juta,"Cibubur, Jakarta Timur",3,2,2,70 m²,63 m²,,
2205,"Dijual Rumah Cluster Beryl, Summarecon Serpong, Lokasi Strategis, Kamar Tidur luas","Rp 3,5 Miliar","Gading Serpong, Tangerang",4,3,1,170 m²,200 m²,,
2206,"Rumah Taman Giriloka, BSD, Rumah luas di kawasan tenang nyaman dan dekat dengan semua fasilitas kota. Harga sangat menarik untuk pembeli.","Rp 3,5 Miliar","BSD, Tangerang",4,3,1,240 m²,250 m²,,
2207,"Compact House Condet Kramatjati Jaktim 370 Jt Swimingpool,playgnd",Rp 370 Juta,"Kramat Jati, Jakarta Timur",2,1,,20 m²,40 m²,,
2208,DI JUAL RUMAH di RAFFLES HILLS CIBUBUR,Rp 900 Juta,"Raffles Hills, Jakarta Timur",2,1,1,90 m²,80 m²,,
2209,3 Juta Langsung Akad! Free Semua Biaya Sampai Saldo Blokir.,Rp 500 Juta,"Cimanggis, Depok",2,1,2,75 m²,36 m²,,
2210,"DIJUAL Rumah 2 Lantai Semi Furnish Dalam Komplek di Pondok Kelapa, Duren Sawit  Jakarta Timur","Rp 2,7 Miliar","Pondok Kelapa, Jakarta Timur",4,3,1,153 m²,181 m²,,
2211,Rumah Cluster Elista Village Gading,"Rp 2,1 Miliar","Gading Serpong Elista Village, Tangerang",3,3,2,84 m²,105 m²,,
2212,Dijual Rumah Bagus Strategis Siap Huni Di Graha Bintaro ,"Rp 2,1 Miliar","Graha Bintaro, Jakarta Selatan",4,3,,90 m²,224 m²,,
2213,"Rumah Di Sektor 1 Bintaro, Masih Jakart Selatan Dalam Komplek Elite.","Rp 6,5 Miliar","Sektor 1 - Bintaro, Jakarta Selatan",4,3,2,304 m²,225 m²,,
2214,"DIJUAL CEPAT DAN MURAH RUMAH SIAP HUNI di Jalan H.Usa, Patatnutug Ciseeng ",Rp 350 Juta,"Ciseeng, Bogor",2,1,1,72 m²,72 m²,,
2215,3 Juta Langsung Akad! Free Semua Biaya Sampai Saldo Blokir.,Rp 500 Juta,"Cibubur, Jakarta Timur",2,1,2,75 m²,36 m²,,
2216,"Jual Cepat Rumah Siap Huni, Di Graha Bintaro","Rp 2,67 Miliar","Graha Bintaro, Jakarta Selatan",2,1,1,160 m²,90 m²,,
2217,Rumah 2 Lantai Gaya Eropa Siap Huni Di Kepala Dua Depok ,Rp 880 Juta,"Kelapa Dua, Depok",3,2,1,58 m²,72 m²,,
2218,Dijual Rumah Kencana Loka Bsd Baru Renov Dekat Sekolah Cikal,"Rp 3,15 Miliar","BSD, Tangerang",4,3,2,200 m²,130 m²,,
2219,Rumah Dijual Cepat Di Cluster Green Park Serpong Garden Cisauk Tangerang,Rp 950 Juta,"Cisauk, Tangerang",3,2,1,84 m²,70 m²,,
2220,Rumah Jepang Semi Furnished 1.5 Lantai akses 5menit ke Tol Desari,Rp 748 Juta,"Pancoran Mas, Depok",3,2,1,60 m²,55 m²,,
2221,Dijual Harga Nego Rumah Jarang Ada ( 6x15 ) Teluk Gong - Penjaringan,"Rp 2,57 Miliar","Teluk Gong, Jakarta Utara",2,2,1,90 m²,132 m²,,
2222,Dijual rumah baru siap huni di Teluk Gong Jakarta Utara,"Rp 2,65 Miliar","Teluk Gong, Jakarta Utara",3,2,1,80 m²,150 m²,,
2223,"Di Jual Rumah Modern Tropis Di Kencana Loka, Bsd City- Tangsel","Rp 3,35 Miliar","BSD Kencana Loka, Tangerang",4,3,2,200 m²,165 m²,,
2224,Rumah Siap Huni Modern akses 11 menit ke Tol Cisalak & Margonda,Rp 900 Juta,"Cimanggis, Depok",3,2,2,45 m²,69 m²,,
2225,Summarecon Bekasi Cluster Acacia dengan fasilitas super lengkap,"Rp 2,85 Miliar","Summarecon Bekasi, Bekasi",3,3,2,153 m²,178 m²,,
2226,"Full Bata Merah Paling Murah! 2 Juta All In, Hanya 2 Km Dari Tol",Rp 500 Juta,"Cibubur, Jakarta Timur",3,2,2,70 m²,63 m²,,
2227,"Dijual Rumah Cluster Beryl, Summarecon Serpong, Lokasi Strategis, Kamar Tidur luas","Rp 3,5 Miliar","Gading Serpong, Tangerang",4,3,1,170 m²,200 m²,,
2228,"Rumah Taman Giriloka, BSD, Rumah luas di kawasan tenang nyaman dan dekat dengan semua fasilitas kota. Harga sangat menarik untuk pembeli.","Rp 3,5 Miliar","BSD, Tangerang",4,3,1,240 m²,250 m²,,
2229,"Compact House Condet Kramatjati Jaktim 370 Jt Swimingpool,playgnd",Rp 370 Juta,"Kramat Jati, Jakarta Timur",2,1,,20 m²,40 m²,,
2230,DI JUAL RUMAH di RAFFLES HILLS CIBUBUR,Rp 900 Juta,"Raffles Hills, Jakarta Timur",2,1,1,90 m²,80 m²,,
2231,3 Juta Langsung Akad! Free Semua Biaya Sampai Saldo Blokir.,Rp 500 Juta,"Cimanggis, Depok",2,1,2,75 m²,36 m²,,
2232,"DIJUAL Rumah 2 Lantai Semi Furnish Dalam Komplek di Pondok Kelapa, Duren Sawit  Jakarta Timur","Rp 2,7 Miliar","Pondok Kelapa, Jakarta Timur",4,3,1,153 m²,181 m²,,
2233,Rumah Cluster Elista Village Gading,"Rp 2,1 Miliar","Gading Serpong Elista Village, Tangerang",3,3,2,84 m²,105 m²,,
2234,Dijual Rumah Bagus Strategis Siap Huni Di Graha Bintaro ,"Rp 2,1 Miliar","Graha Bintaro, Jakarta Selatan",4,3,,90 m²,224 m²,,
2235,"Rumah Di Sektor 1 Bintaro, Masih Jakart Selatan Dalam Komplek Elite.","Rp 6,5 Miliar","Sektor 1 - Bintaro, Jakarta Selatan",4,3,2,304 m²,225 m²,,
2236,"DIJUAL CEPAT DAN MURAH RUMAH SIAP HUNI di Jalan H.Usa, Patatnutug Ciseeng ",Rp 350 Juta,"Ciseeng, Bogor",2,1,1,72 m²,72 m²,,
2237,3 Juta Langsung Akad! Free Semua Biaya Sampai Saldo Blokir.,Rp 500 Juta,"Cibubur, Jakarta Timur",2,1,2,75 m²,36 m²,,
2238,"Jual Cepat Rumah Siap Huni, Di Graha Bintaro","Rp 2,67 Miliar","Graha Bintaro, Jakarta Selatan",2,1,1,160 m²,90 m²,,
2239,Rumah 2 Lantai Gaya Eropa Siap Huni Di Kepala Dua Depok ,Rp 880 Juta,"Kelapa Dua, Depok",3,2,1,58 m²,72 m²,,
2240,Dijual Rumah Kencana Loka Bsd Baru Renov Dekat Sekolah Cikal,"Rp 3,15 Miliar","BSD, Tangerang",4,3,2,200 m²,130 m²,,
2241,Dijual Harga Nego Rumah Jarang Ada ( 6x15 ) Teluk Gong - Penjaringan,"Rp 2,57 Miliar","Teluk Gong, Jakarta Utara",2,2,1,90 m²,132 m²,,
2242,Dijual rumah baru siap huni di Teluk Gong Jakarta Utara,"Rp 2,65 Miliar","Teluk Gong, Jakarta Utara",3,2,1,80 m²,150 m²,,
2243,"Di Jual Rumah Modern Tropis Di Kencana Loka, Bsd City- Tangsel","Rp 3,35 Miliar","BSD Kencana Loka, Tangerang",4,3,2,200 m²,165 m²,,
2244,Rumah Siap Huni Modern akses 11 menit ke Tol Cisalak & Margonda,Rp 900 Juta,"Cimanggis, Depok",3,2,2,45 m²,69 m²,,
2245,Summarecon Bekasi Cluster Acacia dengan fasilitas super lengkap,"Rp 2,85 Miliar","Summarecon Bekasi, Bekasi",3,3,2,153 m²,178 m²,,
2246,"Full Bata Merah Paling Murah! 2 Juta All In, Hanya 2 Km Dari Tol",Rp 500 Juta,"Cibubur, Jakarta Timur",3,2,2,70 m²,63 m²,,
2247,"Dijual Rumah Cluster Beryl, Summarecon Serpong, Lokasi Strategis, Kamar Tidur luas","Rp 3,5 Miliar","Gading Serpong, Tangerang",4,3,1,170 m²,200 m²,,
2248,"Rumah Taman Giriloka, BSD, Rumah luas di kawasan tenang nyaman dan dekat dengan semua fasilitas kota. Harga sangat menarik untuk pembeli.","Rp 3,5 Miliar","BSD, Tangerang",4,3,1,240 m²,250 m²,,
2249,"Compact House Condet Kramatjati Jaktim 370 Jt Swimingpool,playgnd",Rp 370 Juta,"Kramat Jati, Jakarta Timur",2,1,,20 m²,40 m²,,
2250,DI JUAL RUMAH di RAFFLES HILLS CIBUBUR,Rp 900 Juta,"Raffles Hills, Jakarta Timur",2,1,1,90 m²,80 m²,,
2251,3 Juta Langsung Akad! Free Semua Biaya Sampai Saldo Blokir.,Rp 500 Juta,"Cimanggis, Depok",2,1,2,75 m²,36 m²,,
2252,"DIJUAL Rumah 2 Lantai Semi Furnish Dalam Komplek di Pondok Kelapa, Duren Sawit  Jakarta Timur","Rp 2,7 Miliar","Pondok Kelapa, Jakarta Timur",4,3,1,153 m²,181 m²,,
2253,Rumah Cluster Elista Village Gading,"Rp 2,1 Miliar","Gading Serpong Elista Village, Tangerang",3,3,2,84 m²,105 m²,,
2254,Dijual Rumah Bagus Strategis Siap Huni Di Graha Bintaro ,"Rp 2,1 Miliar","Graha Bintaro, Jakarta Selatan",4,3,,90 m²,224 m²,,
2255,"Rumah Di Sektor 1 Bintaro, Masih Jakart Selatan Dalam Komplek Elite.","Rp 6,5 Miliar","Sektor 1 - Bintaro, Jakarta Selatan",4,3,2,304 m²,225 m²,,
